aligned_name,source,taxonIDClean,taxonomicStatusClean,alternativeTaxonomicStatusClean,acceptedNameUsageID,canonicalName,scientificNameAuthorship,taxonRank,taxonomicStatus,family,subclass,taxonDistribution,ccAttributionIRI
Acacia harpophylla,APC,https://id.biodiversity.org.au/node/apni/2887238,accepted,NA,https://id.biodiversity.org.au/node/apni/2887238,Acacia harpophylla,F.Muell. ex Benth.,Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51223194
Acacia havilandiorum,APC,https://id.biodiversity.org.au/node/apni/2897713,accepted,NA,https://id.biodiversity.org.au/node/apni/2897713,Acacia havilandiorum,Maiden,Species,accepted,Fabaceae,Magnoliidae,"SA, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51223742
Acacia hemignosta,APC,https://id.biodiversity.org.au/node/apni/2917498,accepted,NA,https://id.biodiversity.org.au/node/apni/2917498,Acacia hemignosta,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223210
Acacia hemiteles,APC,https://id.biodiversity.org.au/node/apni/2901701,accepted,NA,https://id.biodiversity.org.au/node/apni/2901701,Acacia hemiteles,Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, SA",https://id.biodiversity.org.au/tree/51354547/51223745
Acacia hemsleyi,APC,https://id.biodiversity.org.au/node/apni/2904090,accepted,NA,https://id.biodiversity.org.au/node/apni/2904090,Acacia hemsleyi,Maiden,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223242
Acacia heteroneura var. prolixa,APC,https://id.biodiversity.org.au/node/apni/2919195,accepted,NA,https://id.biodiversity.org.au/node/apni/2919195,Acacia heteroneura var. prolixa,R.S.Cowan & Maslin,Varietas,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223757
Acacia hilliana,APC,https://id.biodiversity.org.au/node/apni/2920899,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2920899,Acacia hilliana,Maiden,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223262
Acacia holosericea,APC,https://id.biodiversity.org.au/node/apni/2908330,accepted,misapplied | pro parte misapplied,https://id.biodiversity.org.au/node/apni/2908330,Acacia holosericea,A.Cunn. ex G.Don,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51346115
Acacia hopperiana,APC,https://id.biodiversity.org.au/node/apni/2916299,accepted,NA,https://id.biodiversity.org.au/node/apni/2916299,Acacia hopperiana,Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223762
Acacia humifusa,APC,https://id.biodiversity.org.au/node/apni/2914754,accepted,NA,https://id.biodiversity.org.au/node/apni/2914754,Acacia humifusa,A.Cunn. ex Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223219
Acacia implexa,APC,https://id.biodiversity.org.au/node/apni/2890656,accepted,NA,https://id.biodiversity.org.au/node/apni/2890656,Acacia implexa,Benth.,Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51252947
Acacia inaequilatera,APC,https://id.biodiversity.org.au/node/apni/2897159,accepted,NA,https://id.biodiversity.org.au/node/apni/2897159,Acacia inaequilatera,Domin,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA",https://id.biodiversity.org.au/tree/51354547/51223774
Acacia inaequiloba,APC,https://id.biodiversity.org.au/node/apni/2914515,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2914515,Acacia inaequiloba,W.Fitzg.,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223775
Acacia inceana subsp. conformis,APC,https://id.biodiversity.org.au/node/apni/2910746,accepted,NA,https://id.biodiversity.org.au/node/apni/2910746,Acacia inceana subsp. conformis,R.S.Cowan & Maslin,Subspecies,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223779
Acacia incurvaneura,APC,https://id.biodiversity.org.au/node/apni/2892953,accepted,NA,https://id.biodiversity.org.au/node/apni/2892953,Acacia incurvaneura,Maslin & J.E.Reid,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA",https://id.biodiversity.org.au/tree/51354547/51224384
Acacia iteaphylla,APC,https://id.biodiversity.org.au/node/apni/2919200,accepted,NA,https://id.biodiversity.org.au/node/apni/2919200,Acacia iteaphylla,F.Muell. ex Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (native and naturalised), NSW (naturalised), Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51223797
Acacia ixiophylla,APC,https://id.biodiversity.org.au/node/apni/2903087,accepted,misapplied | pro parte misapplied | excluded,https://id.biodiversity.org.au/node/apni/2903087,Acacia ixiophylla,Benth.,Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51263211
Acacia jamesiana,APC,https://id.biodiversity.org.au/node/apni/2887465,accepted,NA,https://id.biodiversity.org.au/node/apni/2887465,Acacia jamesiana,Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223799
Acacia jennerae,APC,https://id.biodiversity.org.au/node/apni/2916449,accepted,NA,https://id.biodiversity.org.au/node/apni/2916449,Acacia jennerae,Maiden,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51223801
Acacia julifera subsp. julifera,APC,https://id.biodiversity.org.au/node/apni/2916452,accepted,NA,https://id.biodiversity.org.au/node/apni/2916452,Acacia julifera subsp. julifera,NA,Subspecies,accepted,Fabaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51292568
Acacia kempeana,APC,https://id.biodiversity.org.au/node/apni/2894166,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/2894166,Acacia kempeana,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld",https://id.biodiversity.org.au/tree/51354547/51223809
Acacia lamprocarpa,APC,https://id.biodiversity.org.au/node/apni/2891455,accepted,NA,https://id.biodiversity.org.au/node/apni/2891455,Acacia lamprocarpa,O.Schwarz,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51302160
Acacia lasiocalyx,APC,https://id.biodiversity.org.au/node/apni/2911850,accepted,NA,https://id.biodiversity.org.au/node/apni/2911850,Acacia lasiocalyx,C.R.P.Andrews,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51299709
Acacia lasiocarpa var. sedifolia,APC,https://id.biodiversity.org.au/node/apni/2909859,accepted,NA,https://id.biodiversity.org.au/node/apni/2909859,Acacia lasiocarpa var. sedifolia,(Meisn.) Maslin,Varietas,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223830
Acacia legnota,APC,https://id.biodiversity.org.au/node/apni/2894655,accepted,NA,https://id.biodiversity.org.au/node/apni/2894655,Acacia legnota,Pedley,Species,accepted,Fabaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51223202
Acacia leiocalyx subsp. leiocalyx,APC,https://id.biodiversity.org.au/node/apni/2894438,accepted,NA,https://id.biodiversity.org.au/node/apni/2894438,Acacia leiocalyx subsp. leiocalyx,NA,Subspecies,accepted,Fabaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51223228
Acacia leiophylla,APC,https://id.biodiversity.org.au/node/apni/2898619,accepted,misapplied | pro parte misapplied,https://id.biodiversity.org.au/node/apni/2898619,Acacia leiophylla,Benth.,Species,accepted,Fabaceae,Magnoliidae,SA,https://id.biodiversity.org.au/tree/51354547/51297640
Acacia leptocarpa,APC,https://id.biodiversity.org.au/node/apni/2912039,accepted,NA,https://id.biodiversity.org.au/node/apni/2912039,Acacia leptocarpa,A.Cunn. ex Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223230
Acacia leptoloba,APC,https://id.biodiversity.org.au/node/apni/2904326,accepted,NA,https://id.biodiversity.org.au/node/apni/2904326,Acacia leptoloba,Pedley,Species,accepted,Fabaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51223214
Acacia leptostachya,APC,https://id.biodiversity.org.au/node/apni/2909711,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2909711,Acacia leptostachya,Benth.,Species,accepted,Fabaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51303867
Acacia leucolobia,APC,https://id.biodiversity.org.au/node/apni/2886914,accepted,NA,https://id.biodiversity.org.au/node/apni/2886914,Acacia leucolobia,Sweet,Species,accepted,Fabaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51223853
Acacia ligulata,APC,https://id.biodiversity.org.au/node/apni/2908793,accepted,pro parte misapplied | excluded,https://id.biodiversity.org.au/node/apni/2908793,Acacia ligulata,A.Cunn. ex Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51336463
Acacia limbata,APC,https://id.biodiversity.org.au/node/apni/2918102,accepted,NA,https://id.biodiversity.org.au/node/apni/2918102,Acacia limbata,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223266
Acacia lineata,APC,https://id.biodiversity.org.au/node/apni/2897265,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/2897265,Acacia lineata,A.Cunn. ex G.Don,Species,accepted,Fabaceae,Magnoliidae,"SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51223863
Acacia lineolata subsp. lineolata,APC,https://id.biodiversity.org.au/node/apni/2905128,accepted,NA,https://id.biodiversity.org.au/node/apni/2905128,Acacia lineolata subsp. lineolata,NA,Subspecies,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223865
Acacia linifolia,APC,https://id.biodiversity.org.au/node/apni/2906316,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/2906316,Acacia linifolia,(Vent.) Willd.,Species,accepted,Fabaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51265836
Acacia loderi,APC,https://id.biodiversity.org.au/node/apni/2898459,accepted,NA,https://id.biodiversity.org.au/node/apni/2898459,Acacia loderi,Maiden,Species,accepted,Fabaceae,Magnoliidae,"SA, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51263796
Acacia longifolia,APC,https://id.biodiversity.org.au/taxon/apni/51286955,accepted,misapplied,https://id.biodiversity.org.au/taxon/apni/51286955,Acacia longifolia,(Andrews) Willd.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (native and naturalised), Qld, NSW, NI (doubtfully naturalised), ACT (formerly naturalised), Vic (native and naturalised), Tas",https://id.biodiversity.org.au/tree/51354547/51343154
Acacia longispinea,APC,https://id.biodiversity.org.au/node/apni/2918397,accepted,isonym,https://id.biodiversity.org.au/node/apni/2918397,Acacia longispinea,Morrison,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51224453
Acacia lycopodiifolia,APC,https://id.biodiversity.org.au/node/apni/2900463,accepted,NA,https://id.biodiversity.org.au/node/apni/2900463,Acacia lycopodiifolia,A.Cunn. ex Hook.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51223886
Acacia lysiphloia,APC,https://id.biodiversity.org.au/node/apni/2898828,accepted,NA,https://id.biodiversity.org.au/node/apni/2898828,Acacia lysiphloia,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223887
Acacia macraneura,APC,https://id.biodiversity.org.au/node/apni/2899549,accepted,NA,https://id.biodiversity.org.au/node/apni/2899549,Acacia macraneura,Maslin & J.E.Reid,Species,accepted,Fabaceae,Magnoliidae,"WA, SA",https://id.biodiversity.org.au/tree/51354547/51224385
Acacia maitlandii,APC,https://id.biodiversity.org.au/taxon/apni/51285931,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51285931,Acacia maitlandii,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51285930
Acacia mariae,APC,https://id.biodiversity.org.au/node/apni/2920084,accepted,NA,https://id.biodiversity.org.au/node/apni/2920084,Acacia mariae,Pedley,Species,accepted,Fabaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51224455
Acacia marramamba,APC,https://id.biodiversity.org.au/node/apni/2918472,accepted,NA,https://id.biodiversity.org.au/node/apni/2918472,Acacia marramamba,Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223894
Acacia mearnsii,APC,https://id.biodiversity.org.au/node/apni/2918839,accepted,NA,https://id.biodiversity.org.au/node/apni/2918839,Acacia mearnsii,De Wild.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (native and naturalised), NSW (native and naturalised), ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51343153
Acacia melanoxylon,APC,https://id.biodiversity.org.au/node/apni/2903496,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2903496,Acacia melanoxylon,R.Br.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA, Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51223901
Acacia melleodora,APC,https://id.biodiversity.org.au/node/apni/2889123,accepted,NA,https://id.biodiversity.org.au/node/apni/2889123,Acacia melleodora,Pedley,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld",https://id.biodiversity.org.au/tree/51354547/51261428
Acacia melvillei,APC,https://id.biodiversity.org.au/node/apni/2906199,accepted,NA,https://id.biodiversity.org.au/node/apni/2906199,Acacia melvillei,Pedley,Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51223188
Acacia merrallii,APC,https://id.biodiversity.org.au/node/apni/2886599,accepted,NA,https://id.biodiversity.org.au/node/apni/2886599,Acacia merrallii,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, SA",https://id.biodiversity.org.au/tree/51354547/51223904
Acacia midgleyi,APC,https://id.biodiversity.org.au/node/apni/2916989,accepted,NA,https://id.biodiversity.org.au/node/apni/2916989,Acacia midgleyi,M.W.McDonald & Maslin,Species,accepted,Fabaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51302146
Acacia mimica var. mimica,APC,https://id.biodiversity.org.au/node/apni/2911072,accepted,NA,https://id.biodiversity.org.au/node/apni/2911072,Acacia mimica var. mimica,NA,Varietas,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223910
Acacia mimula,APC,https://id.biodiversity.org.au/node/apni/2910539,accepted,NA,https://id.biodiversity.org.au/node/apni/2910539,Acacia mimula,Pedley,Species,accepted,Fabaceae,Magnoliidae,NT,https://id.biodiversity.org.au/tree/51354547/51223216
Acacia mollifolia,APC,https://id.biodiversity.org.au/node/apni/2902829,accepted,NA,https://id.biodiversity.org.au/node/apni/2902829,Acacia mollifolia,Maiden & Blakely,Species,accepted,Fabaceae,Magnoliidae,"NSW, Vic (doubtfully naturalised)",https://id.biodiversity.org.au/tree/51354547/51223919
Acacia monticola,APC,https://id.biodiversity.org.au/node/apni/2910271,accepted,NA,https://id.biodiversity.org.au/node/apni/2910271,Acacia monticola,J.M.Black,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223255
Acacia mulganeura,APC,https://id.biodiversity.org.au/node/apni/2903656,accepted,NA,https://id.biodiversity.org.au/node/apni/2903656,Acacia mulganeura,Maslin & J.E.Reid,Species,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51302007
Acacia murrayana,APC,https://id.biodiversity.org.au/node/apni/2913354,accepted,NA,https://id.biodiversity.org.au/node/apni/2913354,Acacia murrayana,F.Muell. ex Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51303282
Acacia myrtifolia,APC,https://id.biodiversity.org.au/node/apni/2901160,accepted,NA,https://id.biodiversity.org.au/node/apni/2901160,Acacia myrtifolia,(Sm.) Willd.,Species,accepted,Fabaceae,Magnoliidae,"WA, SA, Qld, NSW, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51223938
Acacia neurocarpa,APC,https://id.biodiversity.org.au/taxon/apni/51286994,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51286994,Acacia neurocarpa,A.Cunn. ex Hook.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51223942
Acacia neurophylla subsp. erugata,APC,https://id.biodiversity.org.au/node/apni/2902002,accepted,NA,https://id.biodiversity.org.au/node/apni/2902002,Acacia neurophylla subsp. erugata,R.S.Cowan & Maslin,Subspecies,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223945
Acacia nyssophylla,APC,https://id.biodiversity.org.au/node/apni/2904588,accepted,taxonomic synonym | pro parte taxonomic synonym,https://id.biodiversity.org.au/node/apni/2904588,Acacia nyssophylla,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51223955
Acacia obtusifolia,APC,https://id.biodiversity.org.au/node/apni/2898831,accepted,NA,https://id.biodiversity.org.au/node/apni/2898831,Acacia obtusifolia,A.Cunn.,Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51223308
Acacia oldfieldii,APC,https://id.biodiversity.org.au/node/apni/2893587,accepted,NA,https://id.biodiversity.org.au/node/apni/2893587,Acacia oldfieldii,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223960
Acacia oncinocarpa,APC,https://id.biodiversity.org.au/node/apni/2917567,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2917567,Acacia oncinocarpa,Benth.,Species,accepted,Fabaceae,Magnoliidae,NT,https://id.biodiversity.org.au/tree/51354547/51223965
Acacia orthotricha,APC,https://id.biodiversity.org.au/node/apni/2889017,accepted,NA,https://id.biodiversity.org.au/node/apni/2889017,Acacia orthotricha,Pedley,Species,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51223971
Acacia oswaldii,APC,https://id.biodiversity.org.au/node/apni/2887403,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/2887403,Acacia oswaldii,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51224524
Acacia pachyacra,APC,https://id.biodiversity.org.au/node/apni/2891780,accepted,NA,https://id.biodiversity.org.au/node/apni/2891780,Acacia pachyacra,Maiden & Blakely,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA",https://id.biodiversity.org.au/tree/51354547/51223974
Acacia papyrocarpa,APC,https://id.biodiversity.org.au/node/apni/2907471,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/2907471,Acacia papyrocarpa,Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, SA, Qld",https://id.biodiversity.org.au/tree/51354547/51223980
