canonicalName,RS_value
Stirlingia latifolia,woody
Synaphea spinulosa,woody
Telopea speciosissima,woody
Xylomelum angustifolium,woody
Xylomelum pyriforme,woody
Xylomelum scottianum,woody
Clematis microphylla,woody
Psychrophila introloba,herbaceous
Ranunculus graniticola,herbaceous
Ranunculus hamatosetosus,herbaceous
Ranunculus lappaceus,herbaceous
Ranunculus muelleri,herbaceous
Ranunculus pachycarpus,herbaceous
Ranunculus sessiliflorus,herbaceous
Ranunculus victoriensis,herbaceous
Baloskion australe,herbaceous
Dapsilanthus ramosus,herbaceous
Dapsilanthus spathaceus,herbaceous
Desmocladus asper,herbaceous
Desmocladus fasciculatus,herbaceous
Desmocladus flexuosus,herbaceous
Desmocladus lateriflorus,herbaceous
Desmocladus laxiflorus,herbaceous
Empodisma minus,herbaceous
Hypolaena exsulca,herbaceous
Hypolaena fastigiata,herbaceous
Lepidobolus preissianus,herbaceous
Leptocarpus tenax,herbaceous
Loxocarya striata,herbaceous
Alphitonia excelsa,woody
Alphitonia pomaderroides,woody
Cryptandra amara,woody
Cryptandra apetala,woody
Cryptandra crispula,woody
Cryptandra micrantha,woody
Cryptandra minutifolia,woody
Cryptandra polyclada,woody
Cryptandra tomentosa,woody
Cryptandra wilsonii,woody
Pomaderris andromedifolia,woody
Pomaderris forrestiana,woody
Pomaderris obcordata,woody
Spyridium nitidum,woody
Spyridium parvifolium,woody
Spyridium phlebophyllum,woody
Spyridium phylicoides,woody
Spyridium thymifolium,woody
Spyridium vexilliferum,woody
Spyridium waterhousei,woody
Stenanthemum complicatum,woody
Stenanthemum stipulosum,woody
Ventilago viminalis,woody
Ziziphus mauritiana,woody
Acaena echinata,herbaceous
Acaena novae-zelandiae,herbaceous
Acaena x ovina,herbaceous
Rubus laudatus,woody
Rubus parvifolius,semi_woody
Asperula conferta,herbaceous
Asperula gunnii,herbaceous
Asperula pusilla,herbaceous
Coelospermum reticulatum,woody
Coprosma hirtella,woody
Galium ciliare,herbaceous
Galium murale,herbaceous
Gardenia dacryoides,woody
Gardenia megasperma,woody
Gardenia vilhelmii,woody
Hydnophytum moseleyanum,woody
Mitracarpus hirtus,herbaceous
Oldenlandia crouchiana,herbaceous
Oldenlandia galioides,herbaceous
Oldenlandia mitrasacmoides,herbaceous
Oldenlandia pterospora,herbaceous
Opercularia hispidula,semi_woody
Opercularia spermacocea,semi_woody
Opercularia turpis,herbaceous
Psydrax attenuata,woody
Psydrax johnsonii,woody
Psydrax latifolia,woody
Psydrax odorata,woody
Psydrax oleifolia,woody
Psydrax pendulina,woody
Psydrax rigidula,woody
Spermacoce brachystema,herbaceous
Spermacoce constricta,herbaceous
Spermacoce dolichosperma,herbaceous
Spermacoce hillii,herbaceous
Spermacoce leptoloba,herbaceous
Spermacoce occultiseta,herbaceous
Synaptantha tillaeacea,herbaceous
Asterolasia trymalioides,woody
Boronia alulata,woody
Boronia bowmanii,woody
Boronia coerulescens,woody
Boronia decumbens,semi_woody
Boronia edwardsii,woody
Boronia filifolia,woody
Boronia ledifolia,woody
Boronia microphylla,woody
Boronia ramosa,woody
Boronia ternata,woody
Correa aemula,woody
Correa backhouseana,woody
Correa reflexa,woody
Diplolaena grandiflora,woody
Diplolaena mollis,woody
Drummondita hassellii,woody
Eriostemon banksii,woody
Flindersia dissosperma,woody
Flindersia maculosa,woody
Geijera linearifolia,woody
Geijera parviflora,woody
Microcybe multiflora,woody
Phebalium canaliculatum,woody
Phebalium filifolium,woody
Phebalium laevigatum,woody
Phebalium lepidotum,woody
Phebalium squamulosum,woody
Phebalium tuberculosum,woody
Philotheca angustifolia,woody
Philotheca difformis,woody
Philotheca glabra,woody
Philotheca linearis,woody
Philotheca sericea,woody
Anthobolus filifolius,woody
Anthobolus leptomerioides,woody
Choretrum glomeratum,woody
Choretrum pauciflorum,woody
Exocarpos aphyllus,woody
Exocarpos cupressiformis,woody
Exocarpos latifolius,woody
Exocarpos sparteus,woody
Leptomeria acida,woody
Leptomeria aphylla,woody
Leptomeria preissiana,woody
Leptomeria scrobiculata,woody
Santalum acuminatum,woody
Santalum lanceolatum,woody
Santalum spicatum,woody
Alectryon diversifolius,woody
Alectryon oleifolius,woody
Atalaya hemiglauca,woody
Atalaya variifolia,woody
Cupaniopsis anacardioides,woody
Diplopeltis stuartii,herbaceous
Dodonaea adenophora,woody
Dodonaea amblyophylla,woody
Dodonaea baueri,woody
Dodonaea bursariifolia,woody
Dodonaea coriacea,woody
Dodonaea hispidula,woody
Dodonaea humilis,woody
Dodonaea lobulata,woody
Dodonaea microzyga,woody
Dodonaea oxyptera,woody
Dodonaea physocarpa,woody
Dodonaea stenozyga,woody
Dodonaea viscosa,woody
Planchonella arnhemica,woody
Planchonella pohlmaniana,woody
Sersalisia sericea,woody
Sersalisia unmackiana,woody
Eremophila alternifolia,woody
Eremophila bignoniiflora,woody
Eremophila bowmanii,woody
Eremophila caespitosa,woody
Eremophila caperata,woody
Eremophila clarkei,woody
Eremophila cordatisepala,woody
Eremophila cuneifolia,woody
Eremophila debilis,woody
Eremophila decipiens,woody
Eremophila dempsteri,woody
Eremophila deserti,woody
Eremophila drummondii,woody
Eremophila duttonii,woody
Eremophila exilifolia,woody
Eremophila fallax,woody
Eremophila forrestii,woody
Eremophila freelingii,woody
Eremophila gilesii,woody
Eremophila glabra,woody
Eremophila goodwinii,woody
Eremophila granitica,woody
Eremophila hygrophana,woody
Eremophila interstans,woody
Eremophila ionantha,woody
Eremophila jucunda,woody
Eremophila lanceolata,woody
Eremophila latrobei,woody
Eremophila longifolia,woody
Eremophila macdonnellii,woody
Eremophila macmillaniana,woody
Eremophila maculata,woody
Eremophila maitlandii,woody
Eremophila margarethae,woody
Eremophila mitchellii,woody
Eremophila obovata,woody
Eremophila oldfieldii,woody
Eremophila oppositifolia,woody
Eremophila pantonii,woody
Eremophila phyllopoda,woody
Eremophila platycalyx,woody
Eremophila platythamnos,woody
Eremophila saligna,woody
Eremophila scoparia,woody
Eremophila serrulata,woody
Eremophila spuria,woody
Eremophila sturtii,woody
Eremophila willsii,woody
Eremophila youngii,woody
Euphrasia collina,herbaceous
Myoporum acuminatum,woody
Myoporum insulare,woody
Myoporum montanum,woody
Myoporum parvifolium,woody
Myoporum petiolatum,woody
Myoporum platycarpum,woody
Samadera sp. Mary River (I.D.Cowie 1454),woody
Smilax australis,semi_woody
Smilax calophylla,herbaceous
Smilax glyciphylla,semi_woody
Anthocercis intricata,woody
Anthotroche myoporoides,woody
Cyphanthera myosotidea,woody
Cyphanthera racemosa,woody
Datura ferox,herbaceous
Lycium australe,woody
Lycium ferocissimum,woody
Nicotiana goodspeedii,herbaceous
Nicotiana rotundifolia,herbaceous
Nicotiana simulans,herbaceous
Nicotiana velutina,herbaceous
Solanum aridicola,semi_woody
Solanum centrale,semi_woody
Solanum chenopodinum,woody
Solanum cleistogamum,herbaceous
Solanum elatius,woody
Solanum ellipticum,semi_woody
Solanum esuriale,semi_woody
Solanum ferocissimum,woody
Solanum lasiophyllum,semi_woody
Solanum lithophilum,semi_woody
Solanum nigrum,semi_woody
Solanum nummularium,woody
Solanum orbiculatum,woody
Solanum petrophilum,woody
Solanum pugiunculiferum,herbaceous
Solanum quadriloculatum,woody
Solanum sturtianum,woody
Stemona australiana,herbaceous
Levenhookia dubia,herbaceous
Levenhookia leptantha,herbaceous
Levenhookia pauciflora,herbaceous
Levenhookia pusilla,herbaceous
Stylidium arenicola,herbaceous
Stylidium armeria,herbaceous
Stylidium austrocapense,herbaceous
Stylidium ciliatum,herbaceous
Stylidium crassifolium,herbaceous
Stylidium dielsianum,herbaceous
Stylidium elongatum,herbaceous
Stylidium graminifolium,herbaceous
Stylidium humphreysii,herbaceous
Stylidium montanum,herbaceous
Stylidium piliferum,herbaceous
Stylidium repens,herbaceous
Stylidium scandens,herbaceous
Stylidium schizanthum,herbaceous
Stylidium semipartitum,herbaceous
Stylobasium spathulatum,woody
Tacca leontopetaloides,herbaceous
Pimelea aeruginosa,woody
Pimelea alpina,woody
Pimelea ammocharis,woody
Pimelea angustifolia,woody
Pimelea axiflora,woody
Pimelea biflora,woody
Pimelea flava,woody
Pimelea glauca,woody
Pimelea humilis,woody
Pimelea linifolia,woody
Pimelea microcephala,woody
Pimelea octophylla,woody
Pimelea petrophila,woody
Pimelea simplex,semi_woody
Pimelea stricta,woody
Pimelea trichostachya,woody
Typha domingensis,herbaceous
Parietaria cardiostegia,herbaceous
Parietaria debilis,herbaceous
Urtica urens,herbaceous
Glandularia aristigera,herbaceous
Phyla canescens,herbaceous
Verbena officinalis,herbaceous
Verbena supina,herbaceous
Hybanthus aurantiacus,woody
Hybanthus enneaspermus,semi_woody
Hybanthus floribundus,semi_woody
Hybanthus monopetalus,herbaceous
Melicytus angustifolius,woody
Viola betonicifolia,herbaceous
Viola eminens,herbaceous
Viola sieberiana,herbaceous
Tasmannia xerophila,woody
Xanthorrhoea johnsonii,woody
Xanthorrhoea preissii,woody
Xanthorrhoea quadrangulata,woody
Xanthorrhoea semiplana,woody
Xyris cheumatophila,herbaceous
Xyris complanata,herbaceous
Xyris oligantha,herbaceous
Curcuma australasica,herbaceous
Roepera ammophila,herbaceous
Roepera apiculata,semi_woody
Roepera aurantiaca,herbaceous
Roepera billardierei,herbaceous
Roepera confluens,herbaceous
Roepera eichleri,herbaceous
Roepera emarginata,herbaceous
Roepera eremaea,herbaceous
Roepera fruticulosa,semi_woody
Roepera glauca,herbaceous
Roepera howittii,herbaceous
Roepera iodocarpa,herbaceous
Roepera kochii,herbaceous
Roepera lobulata,herbaceous
Roepera ovata,herbaceous
Roepera prismatotheca,herbaceous
Roepera similis,herbaceous
Tribulopis angustifolia,herbaceous
Tribulus astrocarpus,herbaceous
Tribulus cistoides,herbaceous
Tribulus eichlerianus,herbaceous
Tribulus hystrix,herbaceous
Tribulus minutus,herbaceous
Tribulus terrestris,herbaceous
Acrotriche halmaturina,woody
Goodenia lanata,herbaceous
Hibbertia serpyllifolia,woody
Leucopogon virgatus,woody
Amaranthus undulatus,herbaceous
Calandrinia quadrivalvis,herbaceous
Corchorus aestuans,herbaceous
Melaleuca alsophila,woody
Acacia stigmatophylla,woody
Eriachne pauciflora,herbaceous
Gomphrena connata,herbaceous
Gossypium exiguum,semi_woody
Hibbertia sphenandra,semi_woody
Buchnera ramosissima,semi_woody
Crotalaria alata,herbaceous
Yakirra pauciflora,herbaceous
Cynanchum pedunculatum,herbaceous
Pterocaulon verbascifolium,woody
Bauhinia malabarica,woody
Ficus racemosa,woody
Juncus kraussii,herbaceous
