species,eoo_aus,aoo_aus
Sclerolaena parviflora,2870865.136,1028
Sclerolaena patenticuspis,3113188.891,1940
Sclerolaena ramulosa,260793.0555,184
Sclerolaena recurvicuspis,287134.6634,180
Sclerolaena stelligera,856493.2713,516
Sclerolaena stylosa,17138.27742,32
Sclerolaena symoniana,827209.0891,148
Sclerolaena tatei,136933.5926,220
Sclerolaena tetracuspis,250078.8849,192
Sclerolaena tetragona,174303.6486,52
Sclerolaena tricuspis,1878219.729,652
Sclerolaena tridens,157620.8318,108
Sclerolaena uniflora,4240365.144,1616
Sclerolaena urceolata,237872.3533,152
Sclerolaena ventricosa,1482746.984,1372
Sclerolaena walkeri,237147.8346,76
Scolopia braunii,3759447.571,848
Scrotochloa urceolata,73.65161719,20
Scutellaria humilis,1472999.416,804
Scutellaria mollis,113591.258,156
Scyphiphora hydrophylacea,1964117.889,400
Sebaea albidiflora,367056.8562,404
Sebaea ovata,3123099.876,1264
Secamone auriculata,NA,4
Secamone elliptica,3964291.327,1436
Secamone lineata,47593.61979,48
Secamone timorensis,21489.93317,68
Sedopsis armitii,69109.53845,20
Sedopsis filsonii,354662.9765,168
Sedopsis sp. Bulimba Station (P.I.Forster+ PIF14742),209006.2655,48
Sedopsis sp. sandstone (G.J.Leach 3524),174.8846202,24
Sedopsis sp. West Arnhem (I.D.Cowie 8677),NA,8
Sehima nervosum,3395639.454,1116
Selaginella andrewsii,NA,4
Selaginella australiensis,77329.79565,256
Selaginella brisbanensis,116855.5177,52
Selaginella ciliaris,2157919.814,684
Selaginella gracillima,5666533.302,620
Selaginella longiciliata,6978.380681,24
Selaginella longipinna,14504.29091,348
Selaginella pygmaea,901198.1229,368
Selaginella sp. Mt Gilruth (D.L.Jones 1543),NA,4
Selaginella uliginosa,4415650.944,1184
Selliera radicans,2024996.493,936
Semecarpus australiensis,815651.6095,400
Senecio albogilvus,14529.86256,132
Senecio amygdalifolius,127948.5865,404
Senecio anethifolius,338688.2288,100
Senecio anethifolius subsp. anethifolius,295992.9603,324
Senecio anethifolius subsp. brevibracteolatus,51566.91025,168
Senecio australis,NA,8
Senecio bathurstianus,1126253.272,724
Senecio behrianus,78692.92288,28
Senecio bipinnatisectus,663469.841,276
Senecio biserratus,804676.7857,608
Senecio brigalowensis,849997.9819,644
Senecio campylocarpus,557847.3112,156
Senecio condylus,676.2276953,64
Senecio conferruminatus,41117.36798,64
Senecio cunninghamii,508968.8939,88
Senecio cunninghamii var. cunninghamii,494997.0919,440
Senecio cunninghamii var. flindersensis,124592.1962,140
Senecio daltonii,242038.2842,84
Senecio depressicola,5515932.945,700
Senecio diaschides,2609988.854,776
Senecio distalilobatus,300585.5653,184
Senecio dolichocephalus,978314.5904,284
Senecio eremicola,381669.8096,320
Senecio esleri,31063.53248,28
Senecio euclaensis,11.39623337,16
Senecio extensus,134126.9695,160
Senecio garlandii,13595.66307,68
Senecio gawlerensis,130047.9886,324
Senecio gilbertii,1413.275315,16
Senecio glabrescens,283184.5667,12
Senecio glomeratus,2098498.081,364
Senecio glomeratus subsp. glomeratus,1629867.086,952
Senecio glomeratus subsp. longifructus,2438585.242,700
Senecio glossanthus,4707170.549,3644
Senecio gregorii,4979564.799,2488
Senecio gunnii,260060.2521,716
Senecio gypsicola,5164.985558,68
Senecio halophilus,203045.0818,124
Senecio hamersleyensis,51583.28473,72
Senecio hispidissimus,316595.7168,192
Senecio hispidulus,3217197.505,1060
Senecio hypoleucus,26807.60564,220
Senecio interpositus,179212.9678,120
Senecio laceratus,1581031.277,372
Senecio lacustrinus,2492148.457,972
Senecio lageniformis,43807.7793,76
Senecio lanibracteus,2013314.267,1312
Senecio leptocarpus,23118.3425,216
Senecio leucoglossus,7779.177992,96
Senecio linearifolius,820051.4279,512
Senecio linearifolius var. arachnoideus,329972.6714,548
Senecio linearifolius var. dangarensis,133.0023213,20
Senecio linearifolius var. denticulatus,217216.5986,280
Senecio linearifolius var. gariwerdensis,2428.476474,56
Senecio linearifolius var. graniticola,90.74727529,16
Senecio linearifolius var. intermedius,21170.15806,92
Senecio linearifolius var. latifolius,156112.0878,516
Senecio linearifolius var. linearifolius,815837.1586,484
Senecio linearifolius var. macrodontus,87832.12189,120
Senecio longicollaris,543645.7103,92
Senecio longipilus,171.6858785,24
Senecio macranthus,76203.79319,108
Senecio macrocarpus,319267.2958,180
Senecio magnificus,5143400.35,1876
Senecio megaglossus,14232.9794,72
Senecio microbasis,1925110.96,152
Senecio minimus,4372229.863,1132
Senecio multicaulis,98339.93495,32
Senecio multicaulis subsp. multicaulis,282269.4069,716
Senecio multicaulis subsp. stirlingensis,14787.25208,28
Senecio murrayanus,130848.1227,28
Senecio nigrapicus,98911.50462,84
Senecio niveoplanus,7270.301046,32
Senecio odoratus,620927.5385,1072
Senecio oldfieldii,5167.283105,12
Senecio papillosus,479.7306323,36
Senecio pectinatus,8024.534051,28
Senecio pectinatus var. major,73538.56084,192
Senecio pectinatus var. pectinatus,25562.75327,208
Senecio phelleus,940474.6052,820
Senecio picridioides,1321541.947,832
Senecio pilosicristus,37697.34835,64
Senecio pinnatifolius,6370371.344,1300
Senecio pinnatifolius var. alpinus,308039.8095,744
Senecio pinnatifolius var. capillifolius,121637.6621,244
Senecio pinnatifolius var. lanceolatus,824677.3694,1196
Senecio pinnatifolius var. latilobus,384174.8402,476
Senecio pinnatifolius var. maritimus,3514765.849,520
Senecio pinnatifolius var. pinnatifolius,6867082.957,2156
Senecio pinnatifolius var. serratus,114960.7242,256
Senecio platylepis,76652.79852,88
Senecio prenanthoides,2239387.419,1384
Senecio primulifolius,NA,4
Senecio productus subsp. magnus,NA,4
Senecio productus subsp. productus,128935.4647,72
Senecio psilocarpus,203540.4443,168
Senecio psilophyllus,NA,8
Senecio quadridentatus,4727690.253,3472
Senecio queenslandicus,552580.6816,180
Senecio ramosissimus,82541.25146,188
Senecio runcinifolius,1183135.741,712
Senecio scabrellus,670.7963584,28
Senecio serratiformis subsp. serratiformis,492750.9959,36
Senecio serratiformis subsp. stenophyllus,1134.132241,12
Senecio spanomerus,3016790.751,2264
Senecio spathulatus,13060.72982,24
Senecio spathulatus var. attenuatus,4012.171767,56
Senecio spathulatus var. latifructus,2492.537178,52
Senecio spathulatus var. spathulatus,129554.605,136
Senecio squarrosus,1567152.886,580
Senecio tenuiflorus,1838825.812,560
Senecio tuberculatus,790229.9691,176
Senecio vagus,298317.2434,48
Senecio vagus subsp. eglandulosus,82332.96134,196
Senecio vagus subsp. vagus,209454.7338,124
Senecio velleioides,573469.3478,652
Senecio warrenensis,NA,4
Senegalia albizioides,889193.1242,140
Senegalia pennata,1090.996408,12
Senegalia pennata subsp. kerrii,30.76745853,32
Senna acclinis,399140.3923,216
Senna aciphylla,976388.4534,748
Senna artemisioides,7076726.592,5720
Senna artemisioides subsp. alicia,5554595.954,2704
Senna artemisioides subsp. filifolia,5723595.556,4648
Senna artemisioides subsp. helmsii,4181508.871,2472
Senna artemisioides subsp. James Range (P.L.Latz 18528),NA,8
Senna artemisioides subsp. oligophylla,5905602.761,2688
Senna artemisioides subsp. quadrifolia,3739261.992,928
Senna artemisioides subsp. zygophylla,5347737.61,1548
Senna barclayana,3708757.939,680
Senna barronfieldii,1149248.142,292
Senna cardiosperma,1019159.257,264
Senna cardiosperma subsp. cardiosperma,552655.6307,60
Senna cardiosperma subsp. gawlerensis,876095.9422,696
Senna cardiosperma subsp. microphylla,203819.6608,76
Senna charlesiana,1021415.781,440
Senna circinnata,795680.8311,520
Senna cladophylla,380668.3931,320
Senna clavigera,642604.7925,276
Senna coronilloides,936668.3424,696
Senna costata,2318111.84,540
Senna curvistyla,1024858.011,220
Senna cuthbertsonii,38258.00699,52
Senna ferraria,215076.4165,176
Senna flexuosa,23261.39125,52
Senna gaudichaudii,654620.3837,804
Senna glaucifolia,1825825.468,360
Senna glutinosa,4332893.568,444
Senna glutinosa subsp. chatelainiana,2432110.165,760
Senna glutinosa subsp. glutinosa,3975719.434,1064
Senna glutinosa subsp. pruinosa,3597406.177,1192
Senna goniodes,247907.2211,240
Senna hamersleyensis,638233.9735,196
Senna heptanthera,15511.35428,52
Senna leptoclada,600846.3283,272
Senna magnifolia,1779330.596,272
Senna manicula,258483.1414,128
Senna notabilis,4490285.547,1520
Senna oligoclada,1710264.028,892
Senna phyllodinea,2060876.304,924
Senna pilocarina,18841.81038,48
Senna planitiicola,5572059.142,972
Senna pleurocarpa,3226988.889,348
Senna pleurocarpa var. angustifolia,865027.2677,348
Senna pleurocarpa var. longifolia,199784.7686,100
Senna pleurocarpa var. pleurocarpa,4174859.299,1856
Senna procumbens,6013.060363,48
Senna sericea,648360.9817,236
Senna sophera,92060.12083,12
Senna sophera var. 40 Mile Scrub (J.R.Clarkson+ 6908),NA,4
Senna sophera var. sophera,276446.5766,164
Senna sp. Austin (A.Strid 20210),440230.3844,304
Senna sp. Barlee Range (S.van Leeuwen 1520),NA,8
Senna sp. Billabong (J.D.Alonzo 721),519554.9247,108
Senna sp. Davies Creek (R.L.Jago 3758),NA,8
Senna sp. Karijini (M.E.Trudgen 10392),21027.01183,44
Senna sp. Meekatharra (E.Bailey 1-26),853391.2737,328
Senna sp. Pallinup River (J.W.Green 4847),247159.0003,172
Senna sp. Pine Creek (P.Martensz 480),58270.19403,120
Senna sp. Tamala (M.E.Trudgen 7334A),1152.076528,28
Senna stowardii,838210.5701,168
Senna stricta,1167005.204,200
Senna surattensis,2936526.556,120
Senna surattensis subsp. sulfurea,2447337.952,120
Senna surattensis subsp. surattensis,747145.0089,52
Senna symonii,1372184.789,236
Senna timoriensis,1647504.203,168
Senna venusta,3831895.56,1316
Seorsus clavifolius,1606.398027,20
Seorsus intratropicus,558106.2198,64
Serichonus gracilipes,705.1426999,36
Seringia adenogyna,30277.7157,52
Seringia adenolasia,438998.1309,124
Seringia arborescens,218577.1555,288
Seringia cacaobrunnea,72336.23324,140
Seringia collina,1040946.588,580
Seringia corollata,1754854.102,668
Seringia denticulata,70802.57326,84
Seringia elliptica,1580841.658,1032
Seringia exastia,9427.51115,32
Seringia hermanniifolia,189042.6942,868
Seringia hillii,457941.1879,380
Seringia hookeriana,709298.0003,360
Seringia integrifolia,148869.3616,200
Seringia katatona,46025.94522,84
Seringia lanceolata,345414.3771,280
Seringia nephrosperma,4626648.409,1656
Seringia saxatilis,109.3975329,12
Seringia undulata,52.27409439,12
Seringia velutina,490321.243,1020
Serjania exarata,NA,8
Sersalisia sericea,2951300.102,1828
Sersalisia sessiliflora,1037.058212,44
Sersalisia unmackiana,149410.9526,212
Sesbania benthamiana,1824655.434,328
Sesbania brachycarpa,1725745.366,464
Sesbania burbidgeae,359728.2795,68
Sesbania campylocarpa,633233.8329,124
Sesbania cannabina,7764613.703,1412
Sesbania cannabina var. cannabina,4313703.024,824
Sesbania cannabina var. sericea,488960.4048,28
Sesbania chippendalei,530412.3186,168
Sesbania erubescens,1533757.074,208
Sesbania formosa,3005024.162,508
Sesbania muelleri,502323.9196,188
Sesbania simpliciuscula,154740.0819,232
Sesbania simpliciuscula var. fitzroyensis,247670.9284,104
Sesbania simpliciuscula var. simpliciuscula,123934.6568,56
Sesuvium portulacastrum,7911620.133,1096
Setaria apiculata,4030184.802,1236
Setaria australiensis,692344.6093,316
Setaria dielsii,4922353.078,968
Setaria oplismenoides,1988692.131,300
Setaria paspalidioides,318946.1865,208
Setaria queenslandica,422768.6508,76
Setaria surgens,5649238.976,1868
Shonia bickertonensis,62833.52822,100
Shonia carinata,9679.783317,44
Shonia territorialis,387.7951025,32
Shonia tristigma,240820.9157,32
Shonia tristigma subsp. borealis,56967.69297,264
Shonia tristigma subsp. parvifolia,1297.206789,28
Shonia tristigma subsp. tristigma,1496.329982,44
Sicyos australis,1805054.607,440
Sicyos undara,4.418964539,16
Sida acuta,4491816.078,1508
Sida ammophila,3212553.204,1492
Sida aprica,195870.7384,20
Sida aprica var. aprica,538800.5266,184
Sida aprica var. solanacea,139139.2394,36
Sida arenicola,1821413.883,408
Sida argentea,257387.3636,36
Sida argillacea,1201117.246,356
Sida arsiniata,129127.6163,148
Sida asterocalyx,82687.48553,92
Sida atherophora,1559195.476,432
Sida brachypoda,2336346.621,480
Sida brownii,223747.5276,108
Sida calyxhymenia,4328650.801,1240
Sida cardiophylla,3212856.212,692
Sida cleisocalyx,1049493.095,220
Sida clementii,860295.6446,136
Sida cordifolia,4523395.263,1760
Sida corrugata,6163938.24,1452
Sida corrugata subsp. (Bollon S.L.Everist 3674),69216.49401,40
Sida corrugata var. (Kroombit E.J.Thompson+ BIL95),22807.3729,28
Sida cunninghamii,3073113.771,1340
Sida cunninghamii subsp. (Bedourie R.W.Purdie 1445),NA,8
Sida echinocarpa,650011.3367,412
Sida ectogama,596451.253,380
Sida everistiana,1624822.711,284
Sida fibulifera,6438808.147,4312
Sida goniocarpa,1511516.98,420
Sida hackettiana,5847919.586,1152
Sida hackettiana subsp. (Gayndah P.Grimshaw+ PG2388),90184.5727,104
Sida hackettiana subsp. Gayndah (P.Grimshaw+ PG2388),NA,4
Sida hookeriana,235128.6196,124
Sida intricata,5119845.561,1268
Sida kingii,320797.5677,144
Sida laevis,4570045.796,372
Sida macropoda,4116402.762,684
Sida magnifica,1217258.012,132
Sida petrophila,5011763.441,1880
Sida phaeotricha,3449342.478,768
Sida picklesiana,30480.638,56
Sida platycalyx,4096933.045,1144
Sida pleiantha,385344.4071,100
Sida pusilla,344594.1048,216
Sida rhombifolia,5086139.381,1300
Sida rohlenae,5140070.302,496
Sida rohlenae subsp. occidentalis,1051733.715,156
Sida rohlenae subsp. rohlenae,4946614.455,1244
Sida sp. Ambalindum (C.R.Dunlop 2080),55349.73095,104
Sida sp. Aramac (E.J.Thompson+ JER192),783832.3661,160
Sida sp. Articulation below (A.A.Mitchell PRP1605),899722.6009,124
Sida sp. B (C.Dunlop 1739),576203.1881,56
Sida sp. Barlee Range (S.van Leeuwen 1642),101772.856,128
Sida sp. Bungle Bungles (M.I.Blackwell 219),11499.18766,12
Sida sp. Carnarvon (P.S.Short 2492),27097.94255,28
Sida sp. Chewings Range (D.E.Albrecht 10558),5196.042348,40
Sida sp. dark green fruits (S.van Leeuwen 2260),1986405.895,224
Sida sp. Doomadgee (F.W.Whitehouse AQ116275),NA,4
Sida sp. Everard Ranges (D.J.Whibley 1085),496.4276162,20
Sida sp. Excedentifolia (J.L.Egan 1925),5268843.386,2044
Sida sp. F (Latz 7459),75769.25076,56
Sida sp. Glengalla (S.L.Everist 3042),NA,4
Sida sp. Golden calyces glabrous fruit (H.N.Foote),73371.90048,16
Sida sp. Golden calyces pubescent (G.J.Leach 1966),283289.1466,160
Sida sp. Gordonbrook Station (E.J.Thompson+ MUT46),18363.50325,16
Sida sp. Greenvale (R.J.Fensham 1150),193702.2689,100
Sida sp. Hale River (P.K.Latz 12036),19199.26727,52
Sida sp. Hamersley Range (K.Newbey 10692),14325.55845,52
Sida sp. Horseshoe Bend (R.E.Winkworth 798),0,8
Sida sp. Huckitta (P.K.Latz 12592),482285.3059,124
Sida sp. Jericho (E.J.Thompson+ JER117),674907.9493,180
Sida sp. Kathleen Springs (A.C.Beauglehole 26934),909191.6583,232
Sida sp. L (A.M.Ashby 4202),1456156.561,476
Sida sp. Laglan Station (L.S.Smith 10325),483108.1995,124
Sida sp. limestone (D.E.Albrecht 5748),470813.0166,236
Sida sp. M (J.Z.Weber 831),287363.6671,28
Sida sp. Mt Bundey (J.Russell-Smith 8104),192336.0233,36
Sida sp. Murray Springs (R.W.Johnson+ MRS919),1252667.056,148
Sida sp. Musselbrook (M.B.Thomas+ MRS437),2764578.008,828
Sida sp. Petermann Ranges (B.G.Thomson 2340),278963.3663,44
Sida sp. Pilbara (A.A.Mitchell PRP1543),210479.9157,280
Sida sp. Pindan (B.G.Thomson 3398),1587972.988,364
Sida sp. Pindar (A.A.Mitchell 3585),448159.1528,32
Sida sp. R (P.Copley 1390),58726.39466,28
Sida sp. Rabbit Flat (B.J.Carter 626),1705414.135,348
Sida sp. Rainbow Valley (D.E.Albrecht 6601),154094.2156,164
Sida sp. Rockhampton (T.Stanley 8024),8406.629538,16
Sida sp. Shovelanna Hill (S.van Leeuwen 3842),25084.93122,104
Sida sp. Simpson Desert dunes (P.K.Latz 18008),70187.73742,120
Sida sp. spiciform panicles (E.Leyland s.n. 14/8/1990),460618.3259,260
Sida sp. Supplejack Station (T.S.Henshall 2345),1007974.829,72
Sida sp. Wakaya Desert (P.K.Latz 11894),735735.1409,328
Sida sp. Walhallow Station (C.Edgood 28/Oct/94),NA,8
Sida sp. Watarrka (D.E.Albrecht 8672),198721.7753,84
Sida sp. Western sand dunes (P.K.Latz 11980),701742.1628,260
Sida sp. Wongamee (R.W.Purdie 426D),3277.501031,12
Sida sp. Woodstock (R.W.Purdie 695D),40773.71036,12
Sida spenceriana,1153285.484,112
Sida spinosa,5749626.594,1652
Sida spodochroma,1387952.236,408
Sida subcordata,75674.06532,20
Sida trichopoda,4859462.994,2180
Siegfriedia darwinioides,18592.44308,168
Sigesbeckia australiensis,4487514.778,1024
Sigesbeckia orientalis,8210943.183,1892
Siloxerus filifolius,316075.7424,300
Siloxerus humifusus,289070.0324,528
Siloxerus multiflorus,2850353.926,1660
Siloxerus pygmaeus,183589.1993,176
Siphonodon australis,617777.9512,428
Siphonodon membranaceus,11196.3943,280
Siphonodon pendulus,215584.8686,300
Sloanea australis,591709.529,240
Sloanea australis subsp. australis,85962.98244,160
Sloanea australis subsp. parviflora,39069.67165,272
Sloanea langii,102658.8152,448
Sloanea macbrydei,123779.077,508
Sloanea woollsii,111566.6658,204
Smilax aculeatissima,41865.71347,180
Smilax australis,5148065.573,2076
Smilax blumei,469727.3716,136
Smilax calophylla,428336.4498,172
Smilax glyciphylla,1271796.007,824
Smilax kaniensis,66.0257625,8
Smilax sp. Bamaga (L.S.Smith 12476),NA,4
Smilax sp. Cardwell (A.Thorsborne+ 61),30843.51903,20
Smilax sp. Hinchinbrook Island (P.Sharpe 1638),3228.858556,36
Smilax sp. Watson River (J.R.Clarkson 4075A),247389.2652,56
Smithia conferta,646129.8572,160
Smithia sensitiva,138147.8508,68
Solanum acanthodapis,185.4610396,24
Solanum adenophorum,177199.3922,64
Solanum adoxum,156.8600589,16
Solanum amblymerum,159735.4512,352
Solanum ammophilum,1306402.698,284
Solanum angustum,55598.23161,44
Solanum apodophyllum,11.80920504,12
Solanum argopetalum,7503.455933,44
Solanum aridicola,355525.6125,260
Solanum armourense,334.706497,28
Solanum ashbyae,472528.8552,228
Solanum asymmetriphyllum,11107.74449,288
Solanum austropiceum,494918.2742,112
Solanum aviculare,4976321.673,992
Solanum beaugleholei,194009.5408,176
Solanum brownii,155120.1018,412
Solanum callosum,483705.2706,380
Solanum campanulatum,51775.77419,160
Solanum capitaneum,5490.001744,48
Solanum capsiciforme,668673.7895,376
Solanum carduiforme,445675.4683,164
Solanum cataphractum,6234.527525,52
Solanum celatum,7443.804846,116
Solanum centrale,3125896.195,1732
Solanum chenopodinum,1972046.691,596
Solanum chillagoense,126.0486898,40
Solanum chippendalei,1591723.087,924
Solanum cinereum,886075.4875,928
Solanum clarkiae,164181.6189,180
Solanum cleistogamum,4747540.14,1616
Solanum coactiliferum,3806111.292,2108
Solanum cocosoides,6437.347792,48
Solanum cookii,49821.70976,88
Solanum coracinum,42794.6224,104
Solanum corifolium,303775.8929,272
Solanum cowiei,78950.88875,100
Solanum crassitomentosum,378.5579265,32
Solanum crebrispinum,65437.97471,52
Solanum cunninghamii,574406.6185,268
Solanum curvicuspe,6477.334818,92
Solanum defensum,18488.76125,172
Solanum densevestitum,558329.523,284
Solanum dimorphispinum,10656.97391,92
Solanum dioicum,968571.6071,1544
Solanum discolor,236211.1534,116
Solanum dissectum,7480.434856,64
Solanum ditrichum,54936.17557,288
Solanum diversiflorum,2300656.584,860
Solanum dryanderense,667.0613756,24
Solanum dumicola,5206.951272,36
Solanum dunalianum,203.8786485,28
Solanum dysprosium,0.643684434,12
Solanum eardleyae,203025.6805,244
Solanum eburneum,951822.7342,232
Solanum echinatum,1275699.609,940
Solanum elachophyllum,23593.45334,148
Solanum elatius,164473.0076,236
Solanum ellipticum,5588958.366,4084
Solanum eminens,3.373041288,20
Solanum emmottii,196913.034,52
Solanum eremophilum,1843170.052,100
Solanum esuriale,6663337.133,2524
Solanum fecundum,563447.2611,196
Solanum ferocissimum,4952176.274,1252
Solanum fervens,4694.756675,48
Solanum francisii,27.82605687,16
Solanum furfuraceum,319512.3596,232
Solanum gabrielae,412319.1455,248
Solanum galbinum,127716.1634,144
Solanum gilesii,907427.1168,244
Solanum graniticum,17192.74662,32
Solanum gympiense,165033.1752,140
Solanum hamulosum,1793.250725,84
Solanum hapalum,62520.63259,160
Solanum hesperium,499746.9103,140
Solanum heteropodium,24424.60909,108
Solanum horridum,476056.5675,364
Solanum inaequilaterum,16563.53059,160
Solanum innoxium,22942.11794,44
Solanum intonsum,36169.91269,104
Solanum iodinum,NA,8
Solanum johnsonianum,7025.155955,96
Solanum jucundum,376790.2919,472
Solanum karsense,49925.56526,184
Solanum kentrocaule,17841.58455,60
Solanum lachnophyllum,56513.6853,112
Solanum laciniatum,3308440.196,1012
Solanum lacunarium,661419.0707,248
Solanum lapidosum,2888.773432,56
Solanum lasiocarpum,497014.8447,32
Solanum lasiophyllum,4657998.123,2900
Solanum latens,30354.86559,92
Solanum leopoldense,42235.21899,96
Solanum limitare,124829.9268,184
Solanum linearifolium,765712.1627,488
Solanum lithophilum,1146232.563,580
Solanum lobatum,274484.1116,204
Solanum lucani,3669591.909,820
Solanum lythrocarpum,66.4918587,16
Solanum macoorai,37212.59374,308
Solanum magnifolium,16440.72658,140
Solanum medicagineum,3901.993668,32
Solanum melanospermum,332412.7635,148
Solanum mentiens,1302.896367,16
Solanum mitchellianum,241394.0546,356
Solanum morrisonii,152785.8785,128
Solanum multiglochidiatum,16002.00049,152
Solanum nemophilum,193611.4516,556
Solanum neoanglicum,24309.96533,88
Solanum nobile,54793.49003,156
Solanum nodiflorum,4580341.464,1052
Solanum nummularium,630311.7338,632
Solanum octonum,12435.21634,20
Solanum oedipus,3534.166656,20
Solanum oldfieldii,334971.9467,584
Solanum oligacanthum,873384.0824,528
Solanum oligandrum,2433.181912,20
Solanum opacum,2424452.019,592
Solanum orbiculatum,1801676.8,744
Solanum orbiculatum subsp. macrophyllum,1285668.704,248
Solanum orbiculatum subsp. orbiculatum,1718056.992,884
Solanum orgadophilum,2643.986983,16
Solanum ossicruentum,137584.5299,124
Solanum osteocarpum,289026.9956,264
Solanum pallidifolium,719668.12,196
Solanum papaverifolium,113989.85,152
Solanum parvifolium,560324.8715,172
Solanum parvifolium subsp. parvifolium,729734.4114,644
Solanum parvifolium subsp. tropicum,50689.31643,132
Solanum petraeum,66498.78891,156
Solanum petrophilum,2739507.629,2004
Solanum phlomoides,762569.5035,496
Solanum piceum,62062.11477,92
Solanum pisinnum,3831.756289,32
Solanum plicatile,406169.2165,456
Solanum prinophyllum,323235.3614,620
Solanum prolatum,1726.032588,12
Solanum pugiunculiferum,523097.626,204
Solanum pungetium,89770.61507,312
Solanum pusillum,676.6485474,20
Solanum pycnotrichum,25029.9858,16
Solanum quadriloculatum,3441415.337,2420
Solanum reclusum,NA,4
Solanum rhaphiotes,11126.69067,52
Solanum rixosum,27807.17917,172
Solanum sejunctum,132.4357386,48
Solanum semiarmatum,280340.9704,136
Solanum senticosum,241775.5264,120
Solanum serpens,2071.935815,60
Solanum shirleyanum,7846.867906,88
Solanum silvestre,125748.3245,208
Solanum simile,2130727.323,1284
Solanum sp. Bachsten Creek (R.L.Barrett & M.D.Barrett RLB 3813),NA,4
Solanum sp. Boomerang Bay (K.F.Kenneally 10021),NA,4
Solanum sp. Prince Regent River (T.Handasyde TH 1925),13011.9348,36
Solanum spirale,2838.004873,92
Solanum sporadotrichum,141239.8209,60
Solanum stelligerum,1619512.139,1200
Solanum stenopterum,32416.18675,56
Solanum stupefactum,5083.726484,68
Solanum sturtianum,3463859.484,2048
Solanum succosum,1071638.014,652
Solanum symonii,1273746.852,628
Solanum terraneum,122102.6507,76
Solanum tetrandrum,1209341.633,236
Solanum tetrathecum,385375.7338,196
Solanum tudununggae,8820.63845,28
Solanum tumulicola,942869.9769,300
Solanum ultimum,347.7430177,12
Solanum ultraspinosum,546.1772045,36
Solanum unispinum,34188.45879,28
Solanum vansittartense,15807.38387,32
Solanum versicolor,7115.766043,44
Solanum vescum,890214.1878,844
Solanum vicinum,66037.82764,264
Solanum viridifolium,282959.9879,588
Solanum watneyi,30302.13864,76
Solanum wilkinsii,15907.81515,44
Solanum yirrkalense,22290.0267,28
Solanum zoeae,0,4
Solenogyne bellioides,984153.848,344
Solenogyne dominii,1003023.342,700
Solenogyne gunnii,570758.8231,504
Solori involuta,143555.0855,160
Solori koolgibberah,385.6552872,32
Sonchus hydrophilus,6298134.503,1072
Sondottia connata,198337.7813,112
Sondottia glabrata,31883.96252,52
Sonneratia alba,2109693.518,624
Sonneratia caseolaris,739680.4103,92
Sonneratia lanceolata,109750.8625,68
Sophora fraseri,34596.30571,184
Sophora howinsula,1898.084239,12
Sophora longipes,20032.91463,36
Sophora tomentosa,1894271.802,92
Sophora tomentosa subsp. australis,2037732.624,520
Sorghum amplum,144884.6596,160
Sorghum angustum,238735.0732,260
Sorghum brachypodum,130822.418,196
Sorghum bulbosum,89230.08392,244
Sorghum ecarinatum,354048.3042,72
Sorghum exstans,26490.26798,140
Sorghum grande,396168.1741,96
Sorghum interjectum,761587.4459,340
Sorghum intrans,625109.3898,660
Sorghum laxiflorum,3337208.046,608
Sorghum leiocladum,1785313.447,960
Sorghum macrospermum,8332.823267,52
Sorghum matarankense,209341.778,112
Sorghum nitidum,356672.0651,124
Sorghum nitidum f. aristatum,841649.983,232
Sorghum nitidum f. nitidum,204905.4552,40
Sorghum plumosum,6738400.619,1916
Sorghum plumosum var. plumosum,3709617.293,820
Sorghum plumosum var. teretifolium,889.7191496,12
Sorghum propinquum,0,4
Sorghum stipoideum,2665108.624,1328
Sorghum timorense,2987491.307,1276
Sowerbaea alliacea,738931.875,488
Sowerbaea juncea,586847.0536,900
Sowerbaea laxiflora,1252958.593,976
Sowerbaea multicaulis,113393.4569,52
Sowerbaea subtilis,224.1890446,32
Sparganium subglobosum,1586278.897,348
Spartochloa scirpoidea,212153.5804,480
Spathia neurosa,874322.2387,84
Spathoglottis paulinae,82955.06499,52
Spathoglottis plicata,47067.74996,36
Spergularia brevifolia,3382742.61,812
Spergularia diandroides,2305423.903,232
Spergularia marina,4778451.706,1716
Spergularia nesophila,134320.4357,40
Spergularia tasmanica,2303046.388,740
Spermacoce aequabilis,4302.651777,84
Spermacoce argillacea,754348.1977,192
Spermacoce aurantiseta,988.4502242,48
Spermacoce auriculata,1448449.015,696
Spermacoce baileyana,1209535.79,272
Spermacoce brachystema,5129031.741,1532
Spermacoce brevicilia,583300.6441,172
Spermacoce brevidens,3.696213866,12
Spermacoce breviflora,745605.0284,760
Spermacoce buckleyi,5425.924695,68
Spermacoce calliantha,283732.628,888
Spermacoce cardiophora,2.86E-09,4
Spermacoce caudata,179.9955503,16
Spermacoce congestanthera,4377.594377,76
Spermacoce constricta,223293.374,164
Spermacoce cristulata,124081.075,204
Spermacoce debilis,2767.328076,32
Spermacoce discreta,3939.825899,32
Spermacoce diversistyla,1455.121927,52
Spermacoce dolichosperma,1475375.341,552
Spermacoce elaiosoma,285900.3574,136
Spermacoce erectiloba,41657.79013,180
Spermacoce erosa,1996.557894,28
Spermacoce erythrosepala,11432.21061,56
Spermacoce everistiana,0.027669669,4
Spermacoce exilis,109699.377,92
Spermacoce fabiformis,410862.8688,272
Spermacoce gibba,146534.855,164
